,Date,Service,Departure station,Arrival station,Avg trip length,Number of trips scheduled,Number of trains cancelled,Number of trains delayed on departure,Avg delay of trains delayed on departure,Avg delay of all trains on departure,Number of trains delayed on arrival,Avg delay of trains delayed on arrival,Avg delay of all trains on arrival,Comments delay on arrival,Number of trains >15 min delay,Number of trains >30 min delay,Number of trains >60 min delay,% delay from external causes,% delay infrastructure cause,% delay traffic management cause,% delay rolling stock cause,% delay station management and reutilization of stock,"% delay because of accommodation of passengers (crowd, disability, connections)",Departure region,Arrival region,Departure station: Total travelers 2023,Departure station: Total travelers 2022,Departure station: Total travelers 2021,Departure station: Total travelers 2020,Departure station: Total travelers 2019,Departure station: Total travelers 2018,Arrival station: Total travelers 2023,Arrival station: Total travelers 2022,Arrival station: Total travelers 2021,Arrival station: Total travelers 2020,Arrival station: Total travelers 2019,Arrival station: Total travelers 2018
10,2018-01,National,PARIS EST,STRASBOURG,112,494,9,49,6.267006803,0.576323024,14,27.3,0.77814433,,11,5,1,25.0,8.333333333,8.333333333,50.0,8.333333333,0.0,Ile-de-France,Grand-Est,39877017.0,36774394.0,27758686.0,21580625.0,41240098.0,39301206.0,23907864.0,21446966.0,16328098.0,13049946.0,21465169.0,20170472.0
11,2018-01,National,STRASBOURG,PARIS EST,112,507,7,239,7.218828452,3.5573,46,24.83876812,2.675233333,,34,11,1,35.8974359,12.82051282,17.94871795,15.38461538,5.128205128,12.82051282,Grand-Est,Ile-de-France,23907864.0,21446966.0,16328098.0,13049946.0,21465169.0,20170472.0,39877017.0,36774394.0,27758686.0,21580625.0,41240098.0,39301206.0
12,2018-01,National,DUNKERQUE,PARIS GARE DU NORD,116,245,1,14,8.928571429,0.562704918,28,28.92559524,4.737363388,,19,8,2,26.08695652,26.08695652,26.08695652,17.39130435,4.347826087,0.0,Hauts-de-France,Ile-de-France,2042446.0,1905250.0,1414394.0,1241973.0,1931759.0,1663300.0,226768485.0,211698470.0,126621006.0,92233317.0,244744368.0,244465576.0
13,2018-01,National,LILLE EUROPE,LYON PART DIEU,190,292,8,122,10.04112022,4.375234742,36,56.1587963,7.582805164,,31,22,13,40.0,30.0,5.0,20.0,5.0,0.0,Hauts-de-France,Auvergne-Rhone-Alpes,6721133.0,6056899.0,4337868.0,3303176.0,7754675.0,7696028.0,40088689.0,36558465.0,26187679.0,19541666.0,32587523.0,32555240.0
14,2018-01,National,BORDEAUX SAINT-JEAN,TOURCOING,301,31,0,13,2.755128205,1.180645161,3,43.33333333,6.548387097,"7660 du 7 +42: Dérangemetn d'insta MPW
7660 du 26 +68: Soin matériel roulant",3,2,1,0.0,33.33333333,66.66666667,0.0,0.0,0.0,Nouvelle-Aquitaine,Hauts-de-France,22612374.0,21353889.0,16454662.0,11184093.0,17675655.0,16080989.0,710223.0,609158.0,534310.0,425537.0,610714.0,731606.0
15,2018-01,National,PARIS VAUGIRARD,NANTES,140,62,0,15,11.64111111,2.522043011,10,34.23166667,7.565591398,,6,3,3,30.0,30.0,20.0,10.0,10.0,0.0,Ile-de-France,Pays de la Loire,,,,,,,17082588.0,15512154.0,11031867.0,8047221.0,12961997.0,11811037.0
16,2018-01,National,RENNES,PARIS VAUGIRARD,111,31,0,7,2.857142857,0.64516129,2,24.33333333,3.160752688,,2,0,0,50.0,0.0,50.0,0.0,0.0,0.0,Bretagne,Ile-de-France,15169003.0,13921836.0,9619265.0,7431788.0,11588429.0,10418643.0,,,,,,
17,2018-01,National,TOURCOING,BORDEAUX SAINT-JEAN,286,31,0,5,8.4,1.35483871,7,47.86428571,12.04408602,"7839 du 23 +310: Accident de personne
7839 du 21 +58: obstacle sur voie ou aux abords",7,3,1,0.0,0.0,33.33333333,66.66666667,0.0,0.0,Hauts-de-France,Nouvelle-Aquitaine,710223.0,609158.0,534310.0,425537.0,610714.0,731606.0,22612374.0,21353889.0,16454662.0,11184093.0,17675655.0,16080989.0
18,2018-01,National,CHAMBÉRY - CHALLES-LES-EAUX,PARIS GARE DE LYON,184,278,1,149,15.00626398,8.019795427,69,38.49082126,10.27063779,,60,26,12,24.13793103,17.24137931,32.75862069,20.68965517,3.448275862,1.724137931,Auvergne-Rhone-Alpes,Ile-de-France,4738346.0,4316253.0,3195946.0,2466954.0,3701807.0,3447007.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
19,2018-01,National,LYON PART DIEU,MARNE-LA-VALLÉE CHESSY,109,316,3,221,10.31432881,7.273375932,64,37.121875,7.814643237,,53,27,10,18.36734694,34.69387755,12.24489796,20.40816327,6.12244898,8.163265306,Auvergne-Rhone-Alpes,Ile-de-France,40088689.0,36558465.0,26187679.0,19541666.0,32587523.0,32555240.0,4319252.0,4641120.0,3312209.0,2492919.0,5432886.0,5996489.0
20,2018-01,National,MONTPELLIER SAINT-ROCH,PARIS GARE DE LYON,206,340,2,122,10.99180328,4.073619329,58,44.75574713,7.465581854,Heurt d’un chevreuil par OUIGO 7801 vers Valence-TGV,58,31,11,22.0,38.0,12.0,22.0,2.0,4.0,Occitanie,Ile-de-France,8061640.0,7646291.0,5850564.0,4220874.0,6393777.0,7123630.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
21,2018-01,National,MULHOUSE,PARIS GARE DE LYON,168,328,8,106,6.577044025,2.199895833,24,34.37361111,2.280208333,,19,8,4,37.5,12.5,29.16666667,4.166666667,4.166666667,12.5,Grand-Est,Ile-de-France,5637668.0,5056324.0,4074689.0,3408899.0,5320370.0,5055333.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
22,2018-01,National,NICE,PARIS GARE DE LYON,346,197,0,84,9.961309524,4.370642978,33,46.82525253,8.570981387,"Décontrôle d’aiguilles, à Solers",33,20,8,38.70967742,25.80645161,9.677419355,19.35483871,0.0,6.451612903,PACA,Ile-de-France,11229438.0,9397550.0,6631770.0,5221606.0,9517119.0,8415150.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
23,2018-01,National,PARIS GARE DE LYON,CHAMBÉRY - CHALLES-LES-EAUX,186,271,0,46,13.59311594,2.047478475,36,39.0712963,5.813653137,,26,17,5,14.70588235,26.47058824,20.58823529,32.35294118,5.882352941,0.0,Ile-de-France,Auvergne-Rhone-Alpes,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,4738346.0,4316253.0,3195946.0,2466954.0,3701807.0,3447007.0
24,2018-01,National,PARIS GARE DE LYON,LYON PART DIEU,119,630,1,60,9.3725,0.486221516,61,30.51311475,2.824933757,,49,24,5,22.03389831,44.06779661,11.86440678,20.33898305,1.694915254,0.0,Ile-de-France,Auvergne-Rhone-Alpes,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,40088689.0,36558465.0,26187679.0,19541666.0,32587523.0,32555240.0
25,2018-01,International,BARCELONA,PARIS GARE DE LYON,390,35,0,10,1.4,0.314285714,7,57.67619048,9.219047619,,7,3,3,14.28571429,14.28571429,14.28571429,57.14285714,0.0,0.0,International,Ile-de-France,,,,,,,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
26,2018-01,International,GENEVE,PARIS GARE DE LYON,194,230,1,161,3.735817805,2.861863173,36,40.26990741,7.178238719,,36,19,7,69.44444444,16.66666667,5.555555556,0.0,5.555555556,2.777777778,International,Ile-de-France,,,,,,,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
27,2018-01,International,MADRID,MARSEILLE SAINT-CHARLES,481,16,1,6,3.5,1.0,3,20.27222222,7.255555556,,3,0,0,0.0,0.0,66.66666667,33.33333333,0.0,0.0,International,PACA,,,,,,,17101341.0,16906447.0,13225716.0,9569704.0,14629257.0,13681361.0
28,2018-01,International,PARIS EST,FRANCFORT,226,177,2,19,6.242105263,0.611428571,20,29.3,7.836380952,,20,6,2,30.0,30.0,25.0,15.0,0.0,0.0,Ile-de-France,International,39877017.0,36774394.0,27758686.0,21580625.0,41240098.0,39301206.0,,,,,,
29,2018-01,International,PARIS GARE DE LYON,ZURICH,241,153,3,25,8.94,1.232333333,28,34.30357143,7.782444444,,28,11,3,17.85714286,21.42857143,25.0,21.42857143,3.571428571,10.71428571,Ile-de-France,International,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,,,,,,
30,2018-01,National,BREST,PARIS MONTPARNASSE,225,284,3,4,2.25,0.03202847,19,39.18333333,5.389501779,,19,5,2,33.33333333,53.33333333,0.0,13.33333333,0.0,0.0,Bretagne,Ile-de-France,2572723.0,2370384.0,1760542.0,1305129.0,1962604.0,1722004.0,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0
31,2018-01,National,PARIS MONTPARNASSE,ANGOULÊME,126,239,4,36,6.347685185,0.751560284,28,18.02202381,4.113191489,,15,3,0,15.38461538,38.46153846,19.23076923,23.07692308,3.846153846,0.0,Ile-de-France,Nouvelle-Aquitaine,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0,2218965.0,2198301.0,1516910.0,1111740.0,1826364.0,1712440.0
32,2018-01,National,PARIS MONTPARNASSE,POITIERS,93,506,4,62,7.717741935,0.644090305,52,13.4849359,2.716932271,,16,6,0,26.92307692,42.30769231,11.53846154,19.23076923,0.0,0.0,Ile-de-France,Nouvelle-Aquitaine,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0,3718607.0,3463640.0,2681891.0,1897571.0,3217576.0,3010346.0
33,2018-01,National,PARIS MONTPARNASSE,TOURS,72,186,0,30,9.582777778,1.09390681,48,12.23125,4.334856631,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",9,5,0,19.23076923,46.15384615,11.53846154,19.23076923,3.846153846,0.0,Ile-de-France,Centre-Val de Loire,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0,6506313.0,6248554.0,4377052.0,3152214.0,4962177.0,4690784.0
34,2018-01,National,POITIERS,PARIS MONTPARNASSE,94,472,4,224,6.784672619,3.229700855,89,14.59269663,4.882371795,,42,10,0,15.78947368,45.61403509,19.29824561,15.78947368,1.754385965,1.754385965,Nouvelle-Aquitaine,Ile-de-France,3718607.0,3463640.0,2681891.0,1897571.0,3217576.0,3010346.0,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0
35,2018-01,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257,184,0,23,11.22173913,1.193931159,26,40.11666667,7.510507246,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)",26,12,3,59.09090909,22.72727273,4.545454545,9.090909091,4.545454545,0.0,Occitanie,Ile-de-France,14526190.0,12869088.0,10248180.0,7616091.0,9892175.0,8712234.0,64471254.0,56862435.0,41039816.0,32447396.0,61374056.0,59174533.0
36,2018-01,National,PARIS EST,METZ,84,310,0,41,6.409349593,0.823548387,24,11.88888889,0.76,,7,1,0,26.66666667,6.666666667,13.33333333,40.0,13.33333333,0.0,Ile-de-France,Grand-Est,39877017.0,36774394.0,27758686.0,21580625.0,41240098.0,39301206.0,9407728.0,8302189.0,5959695.0,4687126.0,7600267.0,7035904.0
37,2018-01,National,PARIS EST,REIMS,45,218,1,34,5.491666667,0.79078341,21,12.04126984,1.435560676,,6,0,0,18.75,12.5,6.25,18.75,43.75,0.0,Ile-de-France,Grand-Est,39877017.0,36774394.0,27758686.0,21580625.0,41240098.0,39301206.0,4970676.0,4309354.0,3131748.0,2551210.0,3820119.0,3643133.0
38,2018-01,National,REIMS,PARIS EST,46,230,1,93,7.432795699,3.107569141,62,12.81747312,3.538937409,,20,3,0,17.94871795,41.02564103,20.51282051,5.128205128,0.0,15.38461538,Grand-Est,Ile-de-France,4970676.0,4309354.0,3131748.0,2551210.0,3820119.0,3643133.0,39877017.0,36774394.0,27758686.0,21580625.0,41240098.0,39301206.0
39,2018-01,National,STRASBOURG,NANTES,286,40,1,9,4.151851852,0.898717949,5,46.75333333,8.574786325,,5,2,2,20.0,20.0,40.0,20.0,0.0,0.0,Grand-Est,Pays de la Loire,23907864.0,21446966.0,16328098.0,13049946.0,21465169.0,20170472.0,17082588.0,15512154.0,11031867.0,8047221.0,12961997.0,11811037.0
40,2018-01,National,DOUAI,PARIS GARE DU NORD,77,197,3,39,8.032905983,1.802920962,37,21.4009009,5.046907216,,10,5,3,36.36363636,18.18181818,22.72727273,18.18181818,4.545454545,0.0,Hauts-de-France,Ile-de-France,3221478.0,2964246.0,2312445.0,1960495.0,3049203.0,2823221.0,226768485.0,211698470.0,126621006.0,92233317.0,244744368.0,244465576.0
41,2018-01,National,LILLE EUROPE,PARIS GARE DU NORD,63,579,9,164,8.22195122,2.344327485,101,22.20577558,4.229619883,,38,17,10,36.23188406,8.695652174,21.73913043,23.1884058,5.797101449,4.347826087,Hauts-de-France,Ile-de-France,6721133.0,6056899.0,4337868.0,3303176.0,7754675.0,7696028.0,226768485.0,211698470.0,126621006.0,92233317.0,244744368.0,244465576.0
42,2018-01,National,LILLE EUROPE,MARSEILLE SAINT-CHARLES,307,190,4,50,7.381333333,2.043458781,35,44.1152381,9.938261649,,35,13,7,57.14285714,19.04761905,4.761904762,9.523809524,4.761904762,4.761904762,Hauts-de-France,PACA,6721133.0,6056899.0,4337868.0,3303176.0,7754675.0,7696028.0,17101341.0,16906447.0,13225716.0,9569704.0,14629257.0,13681361.0
43,2018-01,National,PARIS GARE DU NORD,DOUAI,69,192,2,29,10.39367816,1.437105263,30,19.24777778,2.288070175,,11,5,3,37.5,33.33333333,12.5,12.5,4.166666667,0.0,Ile-de-France,Hauts-de-France,226768485.0,211698470.0,126621006.0,92233317.0,244744368.0,244465576.0,3221478.0,2964246.0,2312445.0,1960495.0,3049203.0,2823221.0
44,2018-01,National,NANTES,PARIS VAUGIRARD,143,62,0,15,13.87111111,3.647043011,6,47.28055556,5.310215054,"7626 du 26 +140: Accident de personne
7626 du 20 +45: obstacle sur voie ou aux abords",5,3,1,0.0,50.0,0.0,16.66666667,16.66666667,16.66666667,Pays de la Loire,Ile-de-France,17082588.0,15512154.0,11031867.0,8047221.0,12961997.0,11811037.0,,,,,,
45,2018-01,National,TOURCOING,MARSEILLE SAINT-CHARLES,309,31,1,0,0.0,0.0,1,58.88333333,2.345,7669 du 25 +159: Accident de personne,1,1,0,100.0,0.0,0.0,0.0,0.0,0.0,Hauts-de-France,PACA,710223.0,609158.0,534310.0,425537.0,610714.0,731606.0,17101341.0,16906447.0,13225716.0,9569704.0,14629257.0,13681361.0
46,2018-01,National,BELLEGARDE-SUR-VALSERINE,PARIS GARE DE LYON,162,259,3,115,8.253188406,3.758333333,53,34.96918239,7.531966146,,42,21,9,54.90196078,19.60784314,15.68627451,1.960784314,5.882352941,1.960784314,Auvergne-Rhone-Alpes,Ile-de-France,1723382.0,1500251.0,1123969.0,775242.0,1305663.0,1151476.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
47,2018-01,National,LYON PART DIEU,MONTPELLIER SAINT-ROCH,112,303,5,168,12.66438492,7.26303132,49,38.8292517,6.859731544,,34,19,8,30.76923077,33.33333333,10.25641026,17.94871795,7.692307692,0.0,Auvergne-Rhone-Alpes,Occitanie,40088689.0,36558465.0,26187679.0,19541666.0,32587523.0,32555240.0,8061640.0,7646291.0,5850564.0,4220874.0,6393777.0,7123630.0
48,2018-01,National,MÂCON LOCHÉ TGV,PARIS GARE DE LYON,99,225,1,153,11.77625272,8.031622024,49,26.26054422,6.021279762,,38,10,1,16.21621622,27.02702703,32.43243243,21.62162162,2.702702703,0.0,Bourgogne-Franche-Comte,Ile-de-France,465175.0,440823.0,340147.0,241155.0,468049.0,431203.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
49,2018-01,National,MARNE-LA-VALLÉE CHESSY,MARSEILLE SAINT-CHARLES,217,323,6,181,12.37053407,7.174973712,49,44.03129252,8.152208202,"7829 du 31 +81: collision de 7801
7827 du 20 +30: espacement suite incident porte 9736
7825 du 28 + 109: soin matériel roulant 7810",49,22,10,46.66666667,16.66666667,6.666666667,20.0,6.666666667,3.333333333,Ile-de-France,PACA,4319252.0,4641120.0,3312209.0,2492919.0,5432886.0,5996489.0,17101341.0,16906447.0,13225716.0,9569704.0,14629257.0,13681361.0
50,2018-01,National,MONTPELLIER SAINT-ROCH,LYON PART DIEU,112,299,6,107,11.30903427,4.26410694,62,31.8483871,9.1221843,,46,21,4,28.57142857,34.28571429,22.85714286,11.42857143,2.857142857,0.0,Occitanie,Auvergne-Rhone-Alpes,8061640.0,7646291.0,5850564.0,4220874.0,6393777.0,7123630.0,40088689.0,36558465.0,26187679.0,19541666.0,32587523.0,32555240.0
51,2018-01,National,PARIS GARE DE LYON,MARSEILLE SAINT-CHARLES,202,482,2,51,13.03660131,1.0721875,43,41.65620155,5.045868056,Dérangement de commutateur sur LN1 vers Tonnerre,43,20,8,41.02564103,30.76923077,12.82051282,15.38461538,0.0,0.0,Ile-de-France,PACA,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,17101341.0,16906447.0,13225716.0,9569704.0,14629257.0,13681361.0
52,2018-01,National,PARIS GARE DE LYON,MULHOUSE,168,299,5,47,10.88865248,1.487414966,49,31.26462585,6.390646259,,39,18,4,15.90909091,29.54545455,18.18181818,27.27272727,2.272727273,6.818181818,Ile-de-France,Grand-Est,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,5637668.0,5056324.0,4074689.0,3408899.0,5320370.0,5055333.0
53,2018-01,National,PARIS GARE DE LYON,VALENCE TGV RHÔNE-ALPES SUD,130,323,0,47,12.06631206,1.415995872,44,33.97272727,5.24122807,,33,17,7,15.0,30.0,25.0,25.0,5.0,0.0,Ile-de-France,Auvergne-Rhone-Alpes,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,3550552.0,3022392.0,2187316.0,1550358.0,2597471.0,2620451.0
54,2018-01,National,PERPIGNAN,PARIS GARE DE LYON,305,166,0,54,10.13395062,3.401506024,36,48.68425926,10.48413655,Dérangement de commutateur sur LN1 vers Tonnerre,36,21,9,20.68965517,41.37931034,10.34482759,27.5862069,0.0,0.0,Occitanie,Ile-de-France,2058369.0,1809687.0,1496637.0,1050546.0,1390185.0,1370425.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
55,2018-01,National,TOULON,PARIS GARE DE LYON,241,273,0,113,9.696312684,4.131196581,42,42.43055556,7.002319902,"Extinction du Tableau de Commande Optique (TCO) sur LGV, au niveau de Mâcon.",42,24,8,38.46153846,28.20512821,7.692307692,20.51282051,0.0,5.128205128,PACA,Ile-de-France,4733117.0,4439452.0,3667722.0,2524370.0,3668509.0,3534118.0,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
56,2018-01,International,LAUSANNE,PARIS GARE DE LYON,219,144,3,110,3.083181818,2.491489362,21,30.35238095,4.70248227,,22,9,2,28.57142857,14.28571429,33.33333333,9.523809524,0.0,14.28571429,International,Ile-de-France,,,,,,,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0
57,2018-01,International,PARIS EST,STUTTGART,186,155,4,20,10.3,1.34205298,15,33.31,5.728366446,,15,6,2,26.66666667,6.666666667,20.0,46.66666667,0.0,0.0,Ile-de-France,International,39877017.0,36774394.0,27758686.0,21580625.0,41240098.0,39301206.0,,,,,,
58,2018-01,International,PARIS GARE DE LYON,BARCELONA,387,62,0,16,11.94479167,2.667741935,8,49.5,8.548387097,,8,4,1,12.5,37.5,25.0,25.0,0.0,0.0,Ile-de-France,International,110498896.0,102024783.0,84120158.0,55824824.0,112644337.0,111226947.0,,,,,,
